city,date_create,timestamp,rank,advertised,hotel_name,hotel_source,ad_headline,ad_source,price,rating_stars,rating_reviews,total_hotels,alt1,alt2,alt3,alt4,alt_rest
New-York-City NY-,2014-4-11,Fri Apr 11 2014 14:20:29 GMT-0400 (EDT),18,false,DoubleTree by Hilton Metropolitan - New York City,Booking.com,,,$169,4,Good,1119,KAYAK,Priceline,Orbitz,Reservetravel,9 more sites 
Paris France-,2014-4-11,Fri Apr 11 2014 14:21:26 GMT-0400 (EDT),1,true,,,Paris Hotel Express Deals℠ No Bidding,Priceline.com,$72,,,3649,,,,,
Paris France-,2014-4-11,Fri Apr 11 2014 14:21:26 GMT-0400 (EDT),2,false,L\'Empire Paris,Orbitz,,,$335,4,Excellent,3649,Cheaptickets,KAYAK,Expedia,Hotels.com,10 more sites 
Paris France-,2014-4-11,Fri Apr 11 2014 14:21:26 GMT-0400 (EDT),3,false,Saint James Albany Paris Hotel Spa,Venere,,,$243,4,Good,3649,Booking.com,Agoda,SaintJamesAlbanyParisHotelSpa,Priceline,8 more sites 
Paris France-,2014-4-11,Fri Apr 11 2014 14:21:26 GMT-0400 (EDT),4,false,Hotel Scribe Paris Managed by Sofitel,Amoma,,,$407,5,Excellent,3649,KAYAK,Booking.com,Priceline,Travelocity,11 more sites 
Paris France-,2014-4-11,Fri Apr 11 2014 14:21:26 GMT-0400 (EDT),5,false,Novotel Paris Gare de Lyon,KAYAK,,,$210,4,Excellent,3649,Expedia,Hotels.com,Travelocity,Venere,9 more sites 
Paris France-,2014-4-11,Fri Apr 11 2014 14:21:26 GMT-0400 (EDT),6,false,Best Western Premier Hotel L\'Horset Opera,Travelocity,,,$259,4,Excellent,3649,KAYAK,Expedia,Hotels.com,Venere,4 more sites 
Paris France-,2014-4-11,Fri Apr 11 2014 14:21:26 GMT-0400 (EDT),7,true,,,Un-Booking-Believable Hotel Deals in Paris,Booking.com,$50,,,3649,,,,,
Paris France-,2014-4-11,Fri Apr 11 2014 14:21:26 GMT-0400 (EDT),8,false,Paris Marriott Opera Ambassador Hotel,Amoma,,,$389,4,Excellent,3649,Travelocity,Hotels.com,Venere,Expedia,8 more sites 
Paris France-,2014-4-11,Fri Apr 11 2014 14:21:26 GMT-0400 (EDT),9,false,Best Western Premier Louvre Saint Honore,Priceline,,,$133,4,Good,3649,Orbitz,Cheaptickets,Booking.com,KAYAK,9 more sites 
Paris France-,2014-4-11,Fri Apr 11 2014 14:21:26 GMT-0400 (EDT),10,false,Castille Paris,Orbitz,,,$337,4,Excellent,3649,Cheaptickets,KAYAK,Expedia,Hotels.com,12 more sites 
Paris France-,2014-4-11,Fri Apr 11 2014 14:21:26 GMT-0400 (EDT),11,false,Best Western Premier Opera Richepanse,Amoma,,,$246,4,Excellent,3649,Travelocity,Expedia,Hotels.com,Venere,9 more sites 
Paris France-,2014-4-11,Fri Apr 11 2014 14:21:26 GMT-0400 (EDT),12,false,Les Jardins du Marais,KAYAK,,,$181,4,Excellent,3649,Getaroom,Expedia,Hotels.com,Travelocity,10 more sites 
Paris France-,2014-4-11,Fri Apr 11 2014 14:21:26 GMT-0400 (EDT),13,false,Villa Pantheon,Easyclicktravel,,,$301,4,Good,3649,KAYAK,Getaroom,Agoda,Orbitz,9 more sites 
Paris France-,2014-4-11,Fri Apr 11 2014 14:21:26 GMT-0400 (EDT),14,true,,,Best Boutique Hotel in Paris,splendia.com,$134,,,3649,,,,,
Paris France-,2014-4-11,Fri Apr 11 2014 14:21:26 GMT-0400 (EDT),15,false,Novotel Paris Les Halles,Novotel,,,$384,4,Good,3649,KAYAK,Getaroom,KAYAK,Getaroom,
Paris France-,2014-4-11,Fri Apr 11 2014 14:21:26 GMT-0400 (EDT),16,false,Corona Opera Hotel,Orbitz,,,$157,3,Excellent,3649,Cheaptickets,Amoma,Easyclicktravel,KAYAK,10 more sites 
Paris France-,2014-4-11,Fri Apr 11 2014 14:21:26 GMT-0400 (EDT),17,false,Best Western Premier Hotel Opal,Orbitz,,,$123,4,Excellent,3649,Cheaptickets,Priceline,Hotelclub,Booking.com,10 more sites 
Paris France-,2014-4-11,Fri Apr 11 2014 14:21:26 GMT-0400 (EDT),18,false,Crowne Plaza Paris Republique,KAYAK,,,$239,4,Good,3649,Priceline,Expedia,Hotels.com,Travelocity,8 more sites 
Bangkok Thailand-,2014-4-11,Fri Apr 11 2014 14:21:55 GMT-0400 (EDT),1,true,,,Un-Booking-Believable Hotel Deals in Bangkok,Booking.com,$12,,,1589,,,,,
Bangkok Thailand-,2014-4-11,Fri Apr 11 2014 14:21:55 GMT-0400 (EDT),2,false,Shangri-La Hotel Bangkok,Hotelclub,,,$180,5,Excellent,1589,KAYAK,Travelocity,Hotels.com,Booking.com,9 more sites 
Bangkok Thailand-,2014-4-11,Fri Apr 11 2014 14:21:55 GMT-0400 (EDT),3,false,Lebua at State Tower,Hotels.com,,,$109,4,Excellent,1589,KAYAK,Booking.com,Expedia,Travelocity,9 more sites 
Bangkok Thailand-,2014-4-11,Fri Apr 11 2014 14:21:55 GMT-0400 (EDT),4,false,Novotel Bangkok on Siam Square,Easyclicktravel,,,$89,4,Excellent,1589,KAYAK,Booking.com,Travelocity,Expedia,9 more sites 
Bangkok Thailand-,2014-4-11,Fri Apr 11 2014 14:21:55 GMT-0400 (EDT),5,false,Prince Palace Hotel,Travelocity,,,$44,3,Good,1589,KAYAK,Hotels.com,Expedia,Booking.com,
Bangkok Thailand-,2014-4-11,Fri Apr 11 2014 14:21:55 GMT-0400 (EDT),6,false,Shanghai Mansion,Booking.com,,,$52,4,Excellent,1589,KAYAK,Expedia,Travelocity,Agoda,8 more sites 
Bangkok Thailand-,2014-4-11,Fri Apr 11 2014 14:21:55 GMT-0400 (EDT),7,true,,,Book your escape to Bangkok now,Hilton.com,Check Rates,,,1589,,,,,
Bangkok Thailand-,2014-4-11,Fri Apr 11 2014 14:21:55 GMT-0400 (EDT),8,false,Millennium Hilton Bangkok,Travelocity,,,$126,5,Excellent,1589,KAYAK,Expedia,Hotels.com,Booking.com,7 more sites 
Bangkok Thailand-,2014-4-11,Fri Apr 11 2014 14:21:55 GMT-0400 (EDT),9,false,Baiyoke Sky Hotel,Hotelclub,,,$66,4,Good,1589,KAYAK,Travelocity,Orbitz,Expedia,5 more sites 
Bangkok Thailand-,2014-4-11,Fri Apr 11 2014 14:21:55 GMT-0400 (EDT),10,false,Asia Hotel Bangkok,Hotelclub,,,$43,3,Good,1589,KAYAK,Travelocity,Hotels.com,Expedia,7 more sites 
Bangkok Thailand-,2014-4-11,Fri Apr 11 2014 14:21:55 GMT-0400 (EDT),11,false,Grand Diamond Suites Hotel,Hotelclub,,,$53,4,Good,1589,KAYAK,Travelocity,Expedia,Booking.com,8 more sites 
Bangkok Thailand-,2014-4-11,Fri Apr 11 2014 14:21:55 GMT-0400 (EDT),12,false,The Landmark Bangkok,TheLandmark Bangkok,,,$100,4,Excellent,1589,Hotelclub,KAYAK,Booking.com,Travelocity,9 more sites 
Bangkok Thailand-,2014-4-11,Fri Apr 11 2014 14:21:55 GMT-0400 (EDT),13,false,The Sukosol,Hotelclub,,,$63,4,Excellent,1589,KAYAK,Travelocity,Expedia,Hotels.com,8 more sites 
Bangkok Thailand-,2014-4-11,Fri Apr 11 2014 14:21:55 GMT-0400 (EDT),14,false,Amari Boulevard Bangkok,Hotelclub,,,$63,4,Good,1589,KAYAK,Booking.com,Hotels.com,Travelocity,7 more sites 
Bangkok Thailand-,2014-4-11,Fri Apr 11 2014 14:21:55 GMT-0400 (EDT),15,false,Amari Watergate Bangkok,Hotelclub,,,$74,5,Excellent,1589,Orbitz,Cheaptickets,KAYAK,Booking.com,8 more sites 
Bangkok Thailand-,2014-4-11,Fri Apr 11 2014 14:21:55 GMT-0400 (EDT),16,false,InterContinental Bangkok,KAYAK,,,$169,5,Excellent,1589,Travelocity,Hotels.com,Expedia,Venere,6 more sites 
Bangkok Thailand-,2014-4-11,Fri Apr 11 2014 14:21:55 GMT-0400 (EDT),17,false,Chatrium Hotel Riverside Bangkok,Amoma,,,$96,4,Excellent,1589,Hotelclub,Orbitz,Agoda,Jetsetter,9 more sites 
Atlanta GA-,2014-4-11,Fri Apr 11 2014 14:22:18 GMT-0400 (EDT),1,true,,,Atlanta Hotel Express Deals℠ No Bidding,Priceline.com,$44,,,397,,,,,
Atlanta GA-,2014-4-11,Fri Apr 11 2014 14:22:18 GMT-0400 (EDT),2,false,Castleberry Inn & Suites,CastleberryInn & Suites,,,$59,2,Good,397,Booking.com,Priceline,Expedia,Getaroom,3 more sites 
Atlanta GA-,2014-4-11,Fri Apr 11 2014 14:22:18 GMT-0400 (EDT),3,false,Sheraton Gateway Hotel Atlanta Airport,Sheraton,,,$109,3,Good,397,Expedia,Getaroom,Hotelclub,Hotels.com,2 more sites 
Atlanta GA-,2014-4-11,Fri Apr 11 2014 14:22:18 GMT-0400 (EDT),4,false,Motel 6 Atlanta Northeast,Motel6,,,$47,2,Good,397,,,,,
Atlanta GA-,2014-4-11,Fri Apr 11 2014 14:22:18 GMT-0400 (EDT),5,false,Hotel Capitol Park Atlanta,HotelCapitol Park Atlanta,,,$89,3,Good,397,Booking.com,Priceline,Expedia,Getaroom,3 more sites 
Atlanta GA-,2014-4-11,Fri Apr 11 2014 14:22:18 GMT-0400 (EDT),6,false,The Westin Buckhead Atlanta,Westin,,,$190,4,Good,397,Booking.com,Expedia,Getaroom,Hotelclub,3 more sites 
Atlanta GA-,2014-4-11,Fri Apr 11 2014 14:22:18 GMT-0400 (EDT),7,true,,,Save up to 60% on Atlanta Hotels,Hotwire.com,$49,,,397,,,,,
Atlanta GA-,2014-4-11,Fri Apr 11 2014 14:22:18 GMT-0400 (EDT),8,false,Stonehurst Place,Bedandbreakfast.com,,,$299,4,Excellent,397,Expedia,Getaroom,Hotels.com,Tablethotels,
Atlanta GA-,2014-4-11,Fri Apr 11 2014 14:22:18 GMT-0400 (EDT),9,false,The Westin Atlanta Airport,Westin,,,$123,4,Good,397,Booking.com,Expedia,Getaroom,Hotelclub,4 more sites 
Atlanta GA-,2014-4-11,Fri Apr 11 2014 14:22:18 GMT-0400 (EDT),10,false,Hyatt Place Atlanta/Perimeter Center,Hyatt,,,$143,3,Excellent,397,Expedia,Getaroom,Hotelclub,Hotels.com,3 more sites 
Atlanta GA-,2014-4-11,Fri Apr 11 2014 14:22:18 GMT-0400 (EDT),11,false,Twelve Centennial Park,Preferredhotelgroup,,,$170,4,Excellent,397,Booking.com,Expedia,Getaroom,Hotelclub,3 more sites 
Atlanta GA-,2014-4-11,Fri Apr 11 2014 14:22:18 GMT-0400 (EDT),12,false,Omni Hotel at CNN Center,Expedia,,,$179,4,Excellent,397,Getaroom,Hotels.com,Priceline,Priceline,
Atlanta GA-,2014-4-11,Fri Apr 11 2014 14:22:18 GMT-0400 (EDT),13,false,Courtyard Atlanta Midtown/Georgia Tech,Booking.com,,,$129,3,Good,397,Courtyard,Expedia,Getaroom,Hotelclub,3 more sites 
Atlanta GA-,2014-4-11,Fri Apr 11 2014 14:22:18 GMT-0400 (EDT),14,true,,,Un-Booking-Believable Hotel Deals in Atlanta,Booking.com,$55,,,397,,,,,
Atlanta GA-,2014-4-11,Fri Apr 11 2014 14:22:18 GMT-0400 (EDT),15,false,W Atlanta - Buckhead,Whotels,,,$190,4,Good,397,Expedia,Getaroom,Hotelclub,Hotels.com,2 more sites 
Atlanta GA-,2014-4-11,Fri Apr 11 2014 14:22:18 GMT-0400 (EDT),16,false,Atlanta Marriott Suites Midtown,Booking.com,,,$209,3,Excellent,397,Expedia,Getaroom,Hotels.com,Marriott,3 more sites 
Atlanta GA-,2014-4-11,Fri Apr 11 2014 14:22:18 GMT-0400 (EDT),17,false,Extended Stay America - Atlanta - Vinings,Booking.com,,,$70,2,Good,397,Expedia,Extendedstayhotels,Getaroom,Hotelclub,3 more sites 
Atlanta GA-,2014-4-11,Fri Apr 11 2014 14:22:18 GMT-0400 (EDT),18,false,Sheraton Suites Galleria-Atlanta,Sheraton,,,$94,3,Good,397,Booking.com,Expedia,Getaroom,Hotelclub,3 more sites 
Istanbul Turkey-,2014-4-11,Fri Apr 11 2014 14:22:45 GMT-0400 (EDT),1,true,,,Un-Booking-Believable Hotel Deals in Istanbul,Booking.com,Check Rates,,,2031,,,,,
Istanbul Turkey-,2014-4-11,Fri Apr 11 2014 14:22:45 GMT-0400 (EDT),2,false,Albatros Premier Hotel,Easyclicktravel,,,$123,4,Good,2031,Getaroom,Expedia,Travelocity,Venere,4 more sites 
Istanbul Turkey-,2014-4-11,Fri Apr 11 2014 14:22:45 GMT-0400 (EDT),3,false,Hotel Broken Column,Priceline,,,$142,3,Excellent,2031,,,,,
Istanbul Turkey-,2014-4-11,Fri Apr 11 2014 14:22:45 GMT-0400 (EDT),4,false,Ataman Suites,Expedia,,,$64,2,Good,2031,Travelocity,Venere,Travelocity,Venere,
Istanbul Turkey-,2014-4-11,Fri Apr 11 2014 14:22:45 GMT-0400 (EDT),5,false,ArtDeco Istanbul Suites,Amoma,,,$82,4,Good,2031,Expedia,Hotels.com,Venere,Priceline,2 more sites 
Istanbul Turkey-,2014-4-11,Fri Apr 11 2014 14:22:45 GMT-0400 (EDT),6,false,Istanbul Irish Hotel,Expedia,,,$88,3,Good,2031,Travelocity,Priceline,Venere,Travelocity,
Istanbul Turkey-,2014-4-11,Fri Apr 11 2014 14:22:45 GMT-0400 (EDT),7,true,,,Best Boutique Hotel in Istanbul,splendia.com,$152,,,2031,,,,,
Istanbul Turkey-,2014-4-11,Fri Apr 11 2014 14:22:45 GMT-0400 (EDT),8,false,Diva\'s Hotel,Getaroom,,,$96,4,Good,2031,Easyclicktravel,Expedia,Hotels.com,Travelocity,6 more sites 
Istanbul Turkey-,2014-4-11,Fri Apr 11 2014 14:22:45 GMT-0400 (EDT),9,false,Rescate Hotel Asia,Expedia,,,$122,4,Good,2031,Hotels.com,Priceline,Venere,Hotels.com,
Istanbul Turkey-,2014-4-11,Fri Apr 11 2014 14:22:45 GMT-0400 (EDT),10,false,The Suadiye Residence,Worldhotels,,,$145,3,Good,2031,Expedia,Hotels.com,Travelocity,Venere,
Istanbul Turkey-,2014-4-11,Fri Apr 11 2014 14:22:45 GMT-0400 (EDT),11,false,The Sofa Hotel,Splendia,,,$220,5,Excellent,2031,Tablethotels,Amoma,Venere,Priceline,5 more sites 
Istanbul Turkey-,2014-4-11,Fri Apr 11 2014 14:22:45 GMT-0400 (EDT),12,false,Fatih Hotel,Venere,,,$56,3,Good,2031,Agoda,Priceline,Agoda,Priceline,
Istanbul Turkey-,2014-4-11,Fri Apr 11 2014 14:22:45 GMT-0400 (EDT),13,false,Taksim Gonen Hotel,Reservetravel,,,$125,4,Excellent,2031,Priceline,Amoma,TaksimGonenHotel,Priceline,
Istanbul Turkey-,2014-4-11,Fri Apr 11 2014 14:22:45 GMT-0400 (EDT),14,true,,,Book your escape to Istanbul now,Hilton.com,Check Rates,,,2031,,,,,
Istanbul Turkey-,2014-4-11,Fri Apr 11 2014 14:22:45 GMT-0400 (EDT),15,false,Les Ottomans,Splendia,,,$1132,5,Good,2031,Priceline,Priceline,,,
Istanbul Turkey-,2014-4-11,Fri Apr 11 2014 14:22:45 GMT-0400 (EDT),16,false,The Pendik Residence,Expedia,,,$64,4,Good,2031,Hotels.com,Travelocity,Worldhotels,Venere,2 more sites 
Istanbul Turkey-,2014-4-11,Fri Apr 11 2014 14:22:45 GMT-0400 (EDT),17,false,Hotel Au Pera,HotelAu Pera,,,$75,3,Good,2031,Priceline,Venere,Priceline,Venere,
Istanbul Turkey-,2014-4-11,Fri Apr 11 2014 14:22:45 GMT-0400 (EDT),18,false,Muyan Suites,Expedia,,,$113,4,Excellent,2031,Getaroom,Hotels.com,Travelocity,Venere,4 more sites 
Houston TX-,2014-4-11,Fri Apr 11 2014 14:23:28 GMT-0400 (EDT),1,true,,,Houston Hotel Express Deals℠ No Bidding,Priceline.com,Check Rates,,,591,,,,,
Houston TX-,2014-4-11,Fri Apr 11 2014 14:23:28 GMT-0400 (EDT),2,false,Motel 6 Houston - East,Motel6,,,$50,2,,591,,,,,
Houston TX-,2014-4-11,Fri Apr 11 2014 14:23:28 GMT-0400 (EDT),3,false,SpringHill Suites by Marriott Houston Hobby Airport,Expedia,,,$98,3,Excellent,591,Getaroom,Travelocity,Venere,Booking.com,3 more sites 
Houston TX-,2014-4-11,Fri Apr 11 2014 14:23:28 GMT-0400 (EDT),4,false,TownePlace Suites by Marriott Houston Clear Lake,Booking.com,,,$129,2,Good,591,Expedia,Getaroom,Hotelclub,Priceline,3 more sites 
Houston TX-,2014-4-11,Fri Apr 11 2014 14:23:28 GMT-0400 (EDT),5,false,The Houstonian Hotel  Club & Spa,Preferredhotelgroup,,,$270,4,Excellent,591,Booking.com,Expedia,Getaroom,Hotelclub,4 more sites 
Houston TX-,2014-4-11,Fri Apr 11 2014 14:23:28 GMT-0400 (EDT),6,false,Hotel Granduca,HotelGranduca,,,$315,5,Excellent,591,Lhw,Booking.com,Expedia,Getaroom,3 more sites 
Houston TX-,2014-4-11,Fri Apr 11 2014 14:23:28 GMT-0400 (EDT),7,true,,,Save up to 60% on Houston Hotels,Hotwire.com,$59,,,591,,,,,
Houston TX-,2014-4-11,Fri Apr 11 2014 14:23:28 GMT-0400 (EDT),8,false,Hotel Sorella City Centre,Tablethotels,,,$319,4,Excellent,591,Booking.com,Expedia,Getaroom,Priceline,3 more sites 
Houston TX-,2014-4-11,Fri Apr 11 2014 14:23:28 GMT-0400 (EDT),9,false,Super 8 Houston/I-10/Federal Road,Super8,,,$66,2,Good,591,Getaroom,Easyclicktravel,Expedia,Hotelclub,3 more sites 
Houston TX-,2014-4-11,Fri Apr 11 2014 14:23:28 GMT-0400 (EDT),10,false,Best Western Windsor Suites,Bestwestern,,,$80,2,Good,591,Getaroom,Hotelclub,Priceline,Booking.com,
Houston TX-,2014-4-11,Fri Apr 11 2014 14:23:28 GMT-0400 (EDT),11,false,Rodeway Inn & Suites Houston,Booking.com,,,$55,2,Good,591,Easyclicktravel,Expedia,Getaroom,Hotelclub,4 more sites 
Houston TX-,2014-4-11,Fri Apr 11 2014 14:23:28 GMT-0400 (EDT),12,false,Four Seasons Houston,Reservetravel,,,$230,5,Excellent,591,Booking.com,Expedia,Getaroom,Priceline,2 more sites 
Houston TX-,2014-4-11,Fri Apr 11 2014 14:23:28 GMT-0400 (EDT),13,false,TownePlace Suites Houston Northwest,Booking.com,,,$189,2,Good,591,Expedia,Getaroom,Hotelclub,Priceline,3 more sites 
Houston TX-,2014-4-11,Fri Apr 11 2014 14:23:28 GMT-0400 (EDT),14,true,,,Un-Booking-Believable Hotel Deals in Houston,Booking.com,$59,,,591,,,,,
Houston TX-,2014-4-11,Fri Apr 11 2014 14:23:28 GMT-0400 (EDT),15,false,Crowne Plaza Houston Downtown,Booking.com,,,$141,3,Good,591,CrownePlaza,Expedia,Getaroom,Hotelclub,3 more sites 
Houston TX-,2014-4-11,Fri Apr 11 2014 14:23:28 GMT-0400 (EDT),16,false,Best Western Plus Westchase Mini-Suites,Bestwestern,,,$101,3,Excellent,591,Booking.com,Expedia,Getaroom,Hotelclub,3 more sites 
Houston TX-,2014-4-11,Fri Apr 11 2014 14:23:28 GMT-0400 (EDT),17,false,Doubletree by Hilton Houston Hobby Airport,Booking.com,,,$149,3,Excellent,591,Expedia,Getaroom,Travelocity,Hotelclub,2 more sites 
Houston TX-,2014-4-11,Fri Apr 11 2014 14:23:28 GMT-0400 (EDT),18,false,Rodeway Inn & Suites Medical Center,Booking.com,,,$70,2,Okay,591,Priceline,Expedia,Getaroom,Hotelclub,3 more sites 
Munich Germany-,2014-4-11,Fri Apr 11 2014 14:28:22 GMT-0400 (EDT),1,true,,,Save up to 60% on Munich Hotels,Hotwire.com,$65,,,638,,,,,
